#{"t_start": 1588858822.4834797, "env_id": null}
r,l,t 
-3.972222,1,31.583495
-4.027778,1,31.585489
-3.972222,1,31.587484
-4.027778,1,31.592471
-3.972222,1,31.594465
-4.027778,1,31.595463
-4.027778,1,31.597457
-3.972222,1,31.599454
-3.972222,1,31.604438
-3.972222,1,31.606433
-3.972222,1,31.607431
-3.972222,1,31.609425
-3.972222,1,31.611424
-3.972222,1,31.616406
-3.972222,1,31.618402
-4.027778,1,31.619398
-3.972222,1,31.621394
-4.027778,1,31.622399
-4.027778,1,31.628375
-3.972222,1,31.629372
-3.972222,1,31.63137
-4.027778,1,31.632377
-3.972222,1,31.634358
-3.972222,1,31.639345
-3.972222,1,31.64134
-4.027778,1,31.64234
-3.972222,1,31.64434
-3.972222,1,31.645332
-4.027778,1,31.651312
-3.972222,1,31.652327
-3.972222,1,31.654305
-3.972222,1,31.656311
-4.027778,1,31.657309
-4.027778,1,31.663281
-4.027778,1,31.664278
-4.027778,1,31.666274
-4.027778,1,31.667302
-4.027778,1,31.669265
-3.972222,1,31.675249
-3.972222,1,31.676247
-3.972222,1,31.678251
-3.972222,1,31.68024
-4.027778,1,31.681233
-3.972222,1,31.687218
-4.027778,1,31.688215
-3.972222,1,31.69021
-4.027778,1,31.691207
-3.972222,1,31.693201
-4.027778,1,31.698188
-4.027778,1,31.700185
-4.027778,1,31.70118
-3.972222,1,31.703174
-3.972222,1,31.70517
-3.972222,1,31.710157
-3.972222,1,31.71215
-4.027778,1,31.714145
-3.972222,1,31.715143
-4.027778,1,31.717137
-4.027778,1,31.722124
-3.972222,1,31.724118
-3.972222,1,31.726113
-3.972222,1,31.727124
-4.027778,1,31.729105
-4.027778,1,31.734102
-4.027778,1,31.736088
-3.972222,1,31.737084
-4.027778,1,31.739078
-3.972222,1,31.740077
-3.972222,1,31.746059
-3.972222,1,31.748055
-3.972222,1,31.749057
-4.027778,1,31.751046
-4.027778,1,31.752052
-4.027778,1,31.758028
-4.027778,1,31.759025
-4.027778,1,31.76102
-4.027778,1,31.763015
-4.027778,1,31.764013
-4.027778,1,31.769996
-3.972222,1,31.770993
-4.027778,1,31.772988
-4.027778,1,31.773996
-3.972222,1,31.775981
-4.027778,1,31.780967
-3.972222,1,31.782962
-4.027778,1,31.78396
-4.027778,1,31.785955
-3.972222,1,31.787953
-4.027778,1,31.792934
-3.972222,1,31.794929
-4.027778,1,31.795927
-3.972222,1,31.797922
-4.027778,1,31.79892
-4.027778,1,31.804902
-4.027778,1,31.805946
-4.027778,1,31.807894
-3.972222,1,31.809889
-3.972222,1,31.810887
-3.972222,1,31.816883
-4.027778,1,31.817869
-4.027778,1,31.82086
-3.972222,1,31.822855
-4.027778,1,31.823852
-4.027778,1,31.829837
-4.027778,1,31.830834
-4.027778,1,31.832828
-3.972222,1,31.833836
-3.972222,1,31.835819
-4.027778,1,31.841807
-3.972222,1,31.842802
-3.972222,1,31.844796
-3.972222,1,31.845821
-3.972222,1,31.84779
-3.972222,1,31.853772
-3.972222,1,31.85477
-3.972222,1,31.856763
-3.972222,1,31.858759
-4.027778,1,31.859757
-3.972222,1,31.864751
-4.027778,1,31.866739
-3.972222,1,31.868733
-4.027778,1,31.869742
-3.972222,1,31.871725
-4.027778,1,31.876712
-3.972222,1,31.878705
-3.972222,1,31.879707
-3.972222,1,31.881708
-4.027778,1,31.883692
-4.027778,1,31.888679
-3.972222,1,31.890673
-4.027778,1,31.891671
-3.972222,1,31.893667
-3.972222,1,31.894663
-3.972222,1,31.900646
-4.027778,1,31.901644
-3.972222,1,31.903639
-4.027778,1,31.904636
-3.972222,1,31.906632
-3.972222,1,31.911617
-3.972222,1,31.913613
-3.972222,1,31.915608
-4.027778,1,31.916618
-4.027778,1,31.918602
-3.972222,1,31.923585
-4.027778,1,31.924583
-4.027778,1,31.926578
-3.972222,1,31.928572
-4.027778,1,31.92957
-3.972222,1,31.935563
-4.027778,1,31.936552
-3.972222,1,31.938561
-3.972222,1,31.940552
-3.972222,1,31.941538
-3.972222,1,31.946531
-3.972222,1,31.948519
-4.027778,1,31.950513
-4.027778,1,31.951516
-3.972222,1,31.953506
-3.972222,1,31.958507
-3.972222,1,31.960486
-4.027778,1,31.961485
-4.027778,1,31.963479
-4.027778,1,31.965473
-3.972222,1,31.97046
-3.972222,1,31.972456
-3.972222,1,31.973452
-4.027778,1,31.975447
-3.972222,1,31.976447
-3.972222,1,31.982428
-3.972222,1,31.983451
-3.972222,1,31.985425
-4.027778,1,31.987416
-3.972222,1,31.98941
-4.027778,1,31.994397
-3.972222,1,31.995421
-4.027778,1,31.997389
-4.027778,1,31.999382
-3.972222,1,32.000381
-3.972222,1,32.006363
-4.027778,1,32.007361
-3.972222,1,32.009356
-3.972222,1,32.011351
-4.027778,1,32.012348
-3.972222,1,32.017335
-3.972222,1,32.019329
-3.972222,1,32.021325
-3.972222,1,32.022334
-4.027778,1,32.024316
-3.972222,1,32.029303
-4.027778,1,32.031299
-3.972222,1,32.033294
-4.027778,1,32.034289
-3.972222,1,32.036284
-4.027778,1,32.041271
-4.027778,1,32.043265
-4.027778,1,32.045261
-3.972222,1,32.046259
-4.027778,1,32.048252
-3.972222,1,32.053255
-3.972222,1,32.055235
-4.027778,1,32.056263
-4.027778,1,32.058225
-3.972222,1,32.060222
-4.027778,1,32.065208
-3.972222,1,32.06621
-3.972222,1,32.068198
-3.972222,1,32.070195
-4.027778,1,32.071191
-3.972222,1,32.076177
-3.972222,1,32.078175
-3.972222,1,32.080167
-3.972222,1,32.081165
-3.972222,1,32.083163
-3.972222,1,32.088145
-3.972222,1,32.090141
-3.972222,1,32.091148
-3.972222,1,32.093132
-3.972222,1,32.09413
-3.972222,1,32.099136
-4.027778,1,32.10111
-3.972222,1,32.103105
-3.972222,1,32.104104
-3.972222,1,32.10611
-4.027778,1,32.111097
-3.972222,1,32.113081
-4.027778,1,32.114085
-3.972222,1,32.116081
-4.027778,1,32.118066
-3.972222,1,32.123052
-4.027778,1,32.124051
-4.027778,1,32.126044
-3.972222,1,32.127041
-4.027778,1,32.129036
-4.027778,1,32.134033
-3.972222,1,32.136019
-3.972222,1,32.137015
-4.027778,1,32.139009
-4.027778,1,32.140007
-4.027778,1,32.145991
-3.972222,1,32.146989
-3.972222,1,32.149004
-4.027778,1,32.150983
-4.027778,1,32.151998
-4.027778,1,32.157959
-3.972222,1,32.158956
-3.972222,1,32.160952
-4.027778,1,32.161949
-3.972222,1,32.163946
-4.027778,1,32.168929
-3.972222,1,32.169938
-3.972222,1,32.171923
-3.972222,1,32.173917
-4.027778,1,32.174913
-3.972222,1,32.180904
-3.972222,1,32.182892
-3.972222,1,32.18389
-3.972222,1,32.185894
-4.027778,1,32.186881
-3.972222,1,32.192874
-3.972222,1,32.193863
-4.027778,1,32.195858
-3.972222,1,32.196856
-4.027778,1,32.198849
-4.027778,1,32.203836
-4.027778,1,32.204835
-4.027778,1,32.206856
-4.027778,1,32.208829
-4.027778,1,32.209822
-4.027778,1,32.215804
-4.027778,1,32.216801
-3.972222,1,32.218796
-4.027778,1,32.219807
-3.972222,1,32.221794
-4.027778,1,32.226775
-4.027778,1,32.228779
-3.972222,1,32.229776
-3.972222,1,32.231766
-3.972222,1,32.232787
-3.972222,1,32.238743
-4.027778,1,32.240739
-4.027778,1,32.24174
-3.972222,1,32.24373
-3.972222,1,32.244727
-4.027778,1,32.25071
-3.972222,1,32.251713
-3.972222,1,32.253702
-3.972222,1,32.254701
-3.972222,1,32.256695
-4.027778,1,32.261682
-4.027778,1,32.263676
-4.027778,1,32.265671
-4.027778,1,32.266668
-4.027778,1,32.268663
-4.027778,1,32.274647
-3.972222,1,32.275645
-4.027778,1,32.277641
-3.972222,1,32.278636
-3.972222,1,32.280631
-4.027778,1,32.285619
-4.027778,1,32.287616
-4.027778,1,32.288637
-3.972222,1,32.290613
-3.972222,1,32.292599
-4.027778,1,32.297586
-3.972222,1,32.298584
-3.972222,1,32.300577
-4.027778,1,32.301577
-3.972222,1,32.30357
-4.027778,1,32.308557
-3.972222,1,32.310551
-4.027778,1,32.312546
-3.972222,1,32.313562
-4.027778,1,32.31554
-3.972222,1,32.320528
-4.027778,1,32.321528
-3.972222,1,32.323526
-4.027778,1,32.325512
-4.027778,1,32.326509
-4.027778,1,32.332504
-3.972222,1,32.333502
-3.972222,1,32.335486
-3.972222,1,32.337485
-4.027778,1,32.338478
-4.027778,1,32.343492
-3.972222,1,32.345458
-4.027778,1,32.346456
-3.972222,1,32.348449
-3.972222,1,32.350445
-3.972222,1,32.355431
-4.027778,1,32.357432
-3.972222,1,32.359421
-3.972222,1,32.360418
-3.972222,1,32.362412
-3.972222,1,32.367399
-3.972222,1,32.36841
-4.027778,1,32.370391
-4.027778,1,32.372387
-4.027778,1,32.373383
-3.972222,1,32.378371
-4.027778,1,32.380364
-4.027778,1,32.381361
-4.027778,1,32.383356
-4.027778,1,32.384354
-3.972222,1,32.390345
-4.027778,1,32.391335
-4.027778,1,32.393338
-4.027778,1,32.394332
-3.972222,1,32.396343
-4.027778,1,32.402306
-3.972222,1,32.403304
-3.972222,1,32.405298
-3.972222,1,32.406295
-4.027778,1,32.40829
-4.027778,1,32.413287
-3.972222,1,32.415271
-4.027778,1,32.417266
-3.972222,1,32.418263
-3.972222,1,32.420258
-3.972222,1,32.443197
-4.027778,1,32.444194
-3.972222,1,32.446188
-4.027778,1,32.447187
-3.972222,1,32.449181
-4.027778,1,32.454167
-4.027778,1,32.456161
-3.972222,1,32.458158
-3.972222,1,32.459154
-3.972222,1,32.461148
-4.027778,1,32.466143
-3.972222,1,32.468129
-4.027778,1,32.469128
-4.027778,1,32.471122
-4.027778,1,32.473118
-4.027778,1,32.478103
-3.972222,1,32.479125
-4.027778,1,32.481095
-3.972222,1,32.483089
-4.027778,1,32.484099
-4.027778,1,32.490071
-4.027778,1,32.492067
-3.972222,1,32.493068
-4.027778,1,32.495069
-4.027778,1,32.496056
-4.027778,1,32.501051
-4.027778,1,32.503046
-4.027778,1,32.505032
-3.972222,1,32.506029
-3.972222,1,32.508024
-3.972222,1,32.513011
-3.972222,1,32.515004
-4.027778,1,32.516003
-3.972222,1,32.517996
-3.972222,1,32.519991
-4.027778,1,32.524983
-4.027778,1,32.526972
-3.972222,1,32.528004
-4.027778,1,32.529966
-3.972222,1,32.531963
-4.027778,1,32.536947
-3.972222,1,32.538943
-4.027778,1,32.539968
-4.027778,1,32.541932
-4.027778,1,32.543928
-3.972222,1,32.548915
-3.972222,1,32.550909
-3.972222,1,32.552904
-3.972222,1,32.553902
-4.027778,1,32.555895
-3.972222,1,32.560882
-3.972222,1,32.561879
-3.972222,1,32.563874
-3.972222,1,32.564899
-3.972222,1,32.566866
-4.027778,1,32.571853
-4.027778,1,32.573849
-3.972222,1,32.575843
-3.972222,1,32.576839
-4.027778,1,32.578835
-4.027778,1,32.583826
-4.027778,1,32.58483
-3.972222,1,32.586812
-4.027778,1,32.588808
-3.972222,1,32.589806
-3.972222,1,32.595793
-3.972222,1,32.596787
-4.027778,1,32.598782
-3.972222,1,32.599778
-3.972222,1,32.601772
-3.972222,1,32.607756
-4.027778,1,32.608754
-3.972222,1,32.610748
-3.972222,1,32.61176
-3.972222,1,32.613741
-3.972222,1,32.618727
-3.972222,1,32.620722
-3.972222,1,32.622717
-3.972222,1,32.623714
-3.972222,1,32.62571
-3.972222,1,32.630698
-3.972222,1,32.631719
-4.027778,1,32.63369
-3.972222,1,32.634686
-3.972222,1,32.636679
-3.972222,1,32.641667
-4.027778,1,32.643662
-4.027778,1,32.64566
-4.027778,1,32.646665
-4.027778,1,32.648654
-4.027778,1,32.654632
-3.972222,1,32.65563
-3.972222,1,32.657627
-3.972222,1,32.659619
-4.027778,1,32.660616
-3.972222,1,32.6666
-3.972222,1,32.667596
-4.027778,1,32.669593
-4.027778,1,32.67059
-4.027778,1,32.672584
-4.027778,1,32.678568
-4.027778,1,32.680562
-3.972222,1,32.682557
-3.972222,1,32.683554
-4.027778,1,32.685549
-3.972222,1,32.690537
-4.027778,1,32.691533
-4.027778,1,32.693527
-3.972222,1,32.695531
-4.027778,1,32.696519
-3.972222,1,32.701506
-3.972222,1,32.703502
-3.972222,1,32.704498
-3.972222,1,32.706493
-4.027778,1,32.707489
-4.027778,1,32.713474
-4.027778,1,32.71547
-3.972222,1,32.716467
-3.972222,1,32.718462
-4.027778,1,32.719458
-3.972222,1,32.725454
-3.972222,1,32.727438
-3.972222,1,32.728436
-4.027778,1,32.730433
-3.972222,1,32.731452
-3.972222,1,32.736413
-3.972222,1,32.738409
-4.027778,1,32.739436
-3.972222,1,32.741415
-4.027778,1,32.743404
-3.972222,1,32.74838
-4.027778,1,32.750375
-4.027778,1,32.751374
-4.027778,1,32.753367
-4.027778,1,32.755374
-4.027778,1,32.760349
-4.027778,1,32.762344
-4.027778,1,32.763341
-4.027778,1,32.765335
-4.027778,1,32.767343
-3.972222,1,32.772316
-4.027778,1,32.774312
-3.972222,1,32.77531
-4.027778,1,32.777303
-3.972222,1,32.778302
-3.972222,1,32.78429
-4.027778,1,32.785283
-3.972222,1,32.787277
-4.027778,1,32.789272
-3.972222,1,32.79027
-4.027778,1,32.795262
-3.972222,1,32.797251
-4.027778,1,32.799246
-3.972222,1,32.800242
-3.972222,1,32.802241
-4.027778,1,32.807223
-3.972222,1,32.808222
-3.972222,1,32.810215
-3.972222,1,32.81221
-4.027778,1,32.813207
-3.972222,1,32.818194
-3.972222,1,32.820189
-4.027778,1,32.822189
-4.027778,1,32.823181
-3.972222,1,32.825176
-4.027778,1,32.830163
-3.972222,1,32.832157
-4.027778,1,32.834152
-3.972222,1,32.835149
-4.027778,1,32.83715
-3.972222,1,32.842131
-4.027778,1,32.844126
-4.027778,1,32.846119
-3.972222,1,32.847117
-3.972222,1,32.849111
-3.972222,1,32.854098
-3.972222,1,32.856102
-3.972222,1,32.857119
-4.027778,1,32.859085
-4.027778,1,32.86011
-3.972222,1,32.866066
-3.972222,1,32.867064
-3.972222,1,32.869058
-3.972222,1,32.870057
-4.027778,1,32.87205
-4.027778,1,32.877042
-4.027778,1,32.879031
-3.972222,1,32.881027
-3.972222,1,32.882024
-3.972222,1,32.884019
-4.027778,1,32.889005
-3.972222,1,32.891
-4.027778,1,32.891999
-3.972222,1,32.893991
-3.972222,1,32.895018
-3.972222,1,32.900974
-4.027778,1,32.901972
-3.972222,1,32.903966
-3.972222,1,32.904962
-4.027778,1,32.906956
-4.027778,1,32.911948
-3.972222,1,32.91394
-4.027778,1,32.915934
-3.972222,1,32.916931
-3.972222,1,32.918925
-3.972222,1,32.923912
-4.027778,1,32.925917
-4.027778,1,32.926903
-4.027778,1,32.928898
-3.972222,1,32.929906
-4.027778,1,32.934883
-4.027778,1,32.936877
-3.972222,1,32.938871
-4.027778,1,32.93988
-3.972222,1,32.941864
-3.972222,1,32.946851
-3.972222,1,32.948845
-3.972222,1,32.949843
-4.027778,1,32.951837
-3.972222,1,32.953832
-3.972222,1,32.957821
-3.972222,1,32.959815
-3.972222,1,32.961828
-3.972222,1,32.962808
-3.972222,1,32.964802
-4.027778,1,32.969789
-3.972222,1,32.970786
-3.972222,1,32.972782
-3.972222,1,32.973778
-3.972222,1,32.975773
-4.027778,1,32.980788
-4.027778,1,32.982754
-4.027778,1,32.983787
-4.027778,1,32.985753
-3.972222,1,32.987741
-3.972222,1,32.992727
-3.972222,1,32.994725
-3.972222,1,32.995732
-3.972222,1,32.997725
-3.972222,1,32.998713
-4.027778,1,33.004695
-4.027778,1,33.005692
-3.972222,1,33.007687
-4.027778,1,33.008698
-4.027778,1,33.010679
-3.972222,1,33.016666
-4.027778,1,33.017662
-4.027778,1,33.019673
-3.972222,1,33.02165
-4.027778,1,33.022659
-4.027778,1,33.028632
-4.027778,1,33.02963
-4.027778,1,33.031623
-3.972222,1,33.032622
-4.027778,1,33.034615
-3.972222,1,33.039602
-4.027778,1,33.041605
-3.972222,1,33.043592
-4.027778,1,33.044589
-3.972222,1,33.046583
-3.972222,1,33.05157
-3.972222,1,33.053565
-3.972222,1,33.054562
-3.972222,1,33.056557
-3.972222,1,33.057554
-4.027778,1,33.063539
-4.027778,1,33.064549
-3.972222,1,33.06653
-4.027778,1,33.06754
-4.027778,1,33.069522
-4.027778,1,33.07451
-3.972222,1,33.076503
-4.027778,1,33.077543
-4.027778,1,33.079495
-4.027778,1,33.081492
-3.972222,1,33.086478
-4.027778,1,33.088472
-4.027778,1,33.090466
-3.972222,1,33.091464
-4.027778,1,33.09346
-3.972222,1,33.098445
-3.972222,1,33.100459
-3.972222,1,33.101437
-4.027778,1,33.103431
-3.972222,1,33.104431
-4.027778,1,33.110414
-3.972222,1,33.111411
-4.027778,1,33.113405
-4.027778,1,33.115408
-3.972222,1,33.116402
-3.972222,1,33.12238
-4.027778,1,33.124376
-3.972222,1,33.125374
-3.972222,1,33.127368
-3.972222,1,33.128394
-3.972222,1,33.134354
-3.972222,1,33.135348
-4.027778,1,33.137355
-4.027778,1,33.139337
-4.027778,1,33.140334
-3.972222,1,33.145319
-3.972222,1,33.147316
-4.027778,1,33.148313
-3.972222,1,33.150306
-3.972222,1,33.151304
-3.972222,1,33.157289
-4.027778,1,33.158286
-3.972222,1,33.16029
-3.972222,1,33.161289
-3.972222,1,33.163271
-3.972222,1,33.168259
-3.972222,1,33.170253
-4.027778,1,33.171251
-4.027778,1,33.173249
-4.027778,1,33.174263
-4.027778,1,33.180226
-3.972222,1,33.181224
-4.027778,1,33.183218
-4.027778,1,33.184217
-3.972222,1,33.18621
-3.972222,1,33.191198
-4.027778,1,33.193193
-4.027778,1,33.194189
-4.027778,1,33.196184
-3.972222,1,33.197182
-3.972222,1,33.203165
-3.972222,1,33.204164
-3.972222,1,33.206158
-4.027778,1,33.207155
-3.972222,1,33.20915
-3.972222,1,33.214135
-4.027778,1,33.216132
-3.972222,1,33.217129
-3.972222,1,33.219126
-3.972222,1,33.221118
-4.027778,1,33.226104
-4.027778,1,33.228108
-3.972222,1,33.229099
-4.027778,1,33.231091
-4.027778,1,33.233098
-4.027778,1,33.238071
-3.972222,1,33.239072
-4.027778,1,33.241063
-4.027778,1,33.242088
-4.027778,1,33.24407
-3.972222,1,33.249043
-4.027778,1,33.251037
-3.972222,1,33.253033
-3.972222,1,33.25403
-4.027778,1,33.256024
-4.027778,1,33.26101
-3.972222,1,33.263006
-4.027778,1,33.264003
-3.972222,1,33.265997
-4.027778,1,33.266995
-3.972222,1,33.272978
-4.027778,1,33.27398
-4.027778,1,33.275972
-3.972222,1,33.276996
-3.972222,1,33.278971
-4.027778,1,33.284948
-3.972222,1,33.285945
-4.027778,1,33.287938
-3.972222,1,33.289934
-4.027778,1,33.29093
-3.972222,1,33.296915
-4.027778,1,33.297912
-4.027778,1,33.299906
-3.972222,1,33.300904
-3.972222,1,33.302898
-3.972222,1,33.307885
-3.972222,1,33.30988
-4.027778,1,33.311875
-3.972222,1,33.312873
-3.972222,1,33.314867
-4.027778,1,33.319859
-3.972222,1,33.320852
-3.972222,1,33.322847
-3.972222,1,33.324841
-3.972222,1,33.325837
-3.972222,1,33.330824
-3.972222,1,33.33282
-4.027778,1,33.334813
-4.027778,1,33.336808
-3.972222,1,33.337806
-3.972222,1,33.342791
-4.027778,1,33.344786
-4.027778,1,33.346791
-3.972222,1,33.347779
-4.027778,1,33.349784
-4.027778,1,33.35476
-4.027778,1,33.356755
-4.027778,1,33.358749
-4.027778,1,33.359746
-3.972222,1,33.361741
-3.972222,1,33.366729
-3.972222,1,33.368722
-4.027778,1,33.36975
-4.027778,1,33.371714
-4.027778,1,33.37371
-4.027778,1,33.378696
-4.027778,1,33.379728
-4.027778,1,33.381699
-4.027778,1,33.383684
-4.027778,1,33.384681
-4.027778,1,33.389667
-4.027778,1,33.391661
-4.027778,1,33.393656
-3.972222,1,33.394655
-3.972222,1,33.39665
-3.972222,1,33.401635
-4.027778,1,33.403645
-3.972222,1,33.405625
-4.027778,1,33.406623
-4.027778,1,33.408617
-3.972222,1,33.413603
-4.027778,1,33.415597
-3.972222,1,33.417592
-3.972222,1,33.41859
-4.027778,1,33.420583
-4.027778,1,33.425572
-4.027778,1,33.427581
-3.972222,1,33.428562
-4.027778,1,33.430557
-3.972222,1,33.431556
-4.027778,1,33.437538
-4.027778,1,33.438536
-3.972222,1,33.44053
-3.972222,1,33.442527
-4.027778,1,33.443522
-4.027778,1,33.448509
-4.027778,1,33.450505
-4.027778,1,33.451529
-3.972222,1,33.453499
-4.027778,1,33.454524
-3.972222,1,33.460479
-3.972222,1,33.462472
-4.027778,1,33.463471
-3.972222,1,33.465464
-4.027778,1,33.466462
-3.972222,1,33.472445
-4.027778,1,33.473444
-3.972222,1,33.475437
-4.027778,1,33.476459
-4.027778,1,33.478429
-4.027778,1,33.484414
-4.027778,1,33.48541
-4.027778,1,33.487415
-3.972222,1,33.4894
-4.027778,1,33.490399
-3.972222,1,33.496382
-4.027778,1,33.497379
